UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Pembroke Pines_West Pines Soccer Park and Preserve,7.93E-06,1.18E-05,1.08E-07,6.06E-06,5.21E-06,0,6.41E-06,1.12E-06,0,3.47E-07,1.17E-05,7.31E-07,2.14E-06,7.45E-06,0,0,6.62E-06,0,0,0,0,0,2.76E-06,-0.033084873,1,tree
Pembroke Pines_William B. Armstrong Dream Park,0,0,9.97E-09,9.97E-09,9.97E-09,0,9.97E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-07,-0.000110803,1,grassland
Plantation_Country Club Park,0.00165071,0.0011569,0.001122631,3.88E-07,2.94E-05,0,0.000217006,0.000418682,3.27E-09,3.51E-05,1.82E-07,0.000285429,0.000211695,0,0.002150307,6.00E-06,0.000719976,0,0.000472813,-0.000472813,2.36E-05,-2.36E-05,0.000415252,-0.408193227,1,Dog_Park
Plantation_Deicke Park,6.02E-05,4.04E-05,0.00015542,7.90E-06,2.05E-05,0,3.99E-05,0.000193935,7.25E-06,4.12E-06,4.35E-06,4.75E-06,7.63E-08,0,0,1.79E-05,5.42E-05,0,0.005031447,-0.005031447,0.000482704,-0.000482704,4.05E-05,-0.705867362,1,mean_ndwi
Plantation_Fig Tree Park,0.000193815,0.000261194,0.000232794,7.92E-05,0.000201105,0,0.001184237,0.000261619,4.16E-05,3.32E-06,1.74E-06,5.22E-05,6.02E-05,0,0,8.43E-05,0.000264243,0,0.019906946,-0.019906946,0.00336428,-0.00336428,0.000465755,0.031401643,1,mean_ndvi
Plantation_Hoffman Park,3.02E-05,4.91E-05,4.10E-05,5.68E-06,2.16E-05,0,1.12E-05,1.48E-05,8.32E-06,2.74E-07,5.24E-08,7.57E-06,2.58E-05,0,0,6.81E-06,1.84E-05,0,0.003766478,-0.003766478,5.65E-05,-5.65E-05,0.000219209,0.052404556,1,tree
Plantation_Jacaranda Lakes Park,4.79E-05,2.17E-05,6.63E-05,4.96E-06,2.45E-05,0,2.06E-05,0.000117017,4.58E-06,5.75E-06,4.32E-08,0,4.50E-07,0,0,1.48E-05,4.28E-05,0,0.002515723,-0.002515723,0.000180818,-0.000180818,3.81E-05,-0.606143522,1,mean_ndwi
Plantation_Jack Carter Harmony Park,0.000726416,0.000703317,0.000780774,6.00E-05,9.43E-05,0,0.000774307,0.000653968,6.02E-05,2.12E-05,2.85E-05,0.000106247,0.000443452,0,0.000315424,0.000120719,0.000256157,0,0.004201681,-0.004201681,0.000475879,-0.000475879,0.00050007,-0.02846654,1,grassland
Plantation_Jim Ward Park,2.51E-05,3.53E-05,7.42E-06,0,1.91E-05,0,1.05E-06,2.08E-05,2.59E-07,7.74E-08,1.89E-07,4.69E-06,6.42E-06,0,0,2.41E-07,2.12E-05,0,0,0,1.41E-05,-1.41E-05,0.000289275,0.022189002,1,tree
Plantation_Marcano Estates Park,1.46E-06,2.44E-06,1.05E-06,0,1.14E-06,0,1.48E-06,2.78E-06,1.04E-06,0,0,0,8.51E-07,0,0,0,9.41E-07,0,0.000313873,-0.000313873,8.38E-05,-8.38E-05,8.87E-06,-0.041919434,1,mean_ndwi
Plantation_Mirror Lake Park,1.03E-05,2.00E-05,2.46E-06,0,3.49E-07,0,2.48E-06,1.31E-06,3.14E-06,4.26E-07,0,8.63E-07,2.09E-06,0,0,1.82E-06,3.99E-06,0,0,0,0.000234463,-0.000234463,1.03E-05,-0.213714183,1,tree
Plantation_PAL Park-Roy Salmon Stadium,2.35E-05,3.38E-05,1.52E-05,5.32E-07,1.81E-06,0,8.74E-06,4.64E-06,1.04E-05,5.68E-07,0,1.72E-06,4.28E-06,0,0,1.11E-06,1.28E-05,0,0.001614205,-0.001614205,0.000403955,-0.000403955,1.40E-05,-0.643528114,1,tree
Plantation_Park East Park,1.24E-05,3.72E-05,3.14E-06,0,1.05E-05,0,2.79E-06,1.90E-05,0,3.79E-07,1.06E-08,6.12E-06,9.64E-06,0,0,2.71E-07,3.65E-05,0,0.000521512,-0.000521512,0.000113936,-0.000113936,1.09E-05,-0.283220063,1,tree
Plantation_Pine Island Park,9.96E-05,2.75E-05,1.71E-05,1.73E-06,4.71E-06,0,0.000341077,0.000122131,1.16E-05,0,8.53E-08,0.00013654,6.29E-09,0,0,1.22E-05,0.000247185,0,0,0,5.91E-06,-5.91E-06,0.000252006,-0.09791301,1,mean_ndvi
Plantation_Plantation Central Park,2.80E-05,4.39E-05,3.22E-05,3.99E-06,2.41E-05,0,2.30E-05,6.45E-05,7.89E-06,1.91E-06,2.45E-06,5.30E-07,1.97E-06,0,0,1.24E-05,7.94E-05,0,0.006320755,-0.006320755,0.001427673,-0.001427673,3.56E-05,-0.499955803,1,Biodiversity
Plantation_Plantation Preserve Park & Linear Trail,0.000165386,0.000134668,0.000194377,7.24E-05,0.000162111,0,0.000940325,0.000423943,6.91E-05,6.77E-07,8.29E-06,0.000142304,8.51E-05,0,0,5.10E-05,0.000577815,0,0,0,0.001210365,-0.001210365,0.000313978,-0.35725812,1,mean_ndvi
Plantation_Plantation Woods-Kennedy Park,4.93E-05,6.02E-05,2.55E-05,1.14E-06,2.52E-05,0,1.15E-05,1.90E-05,4.07E-06,2.09E-06,2.71E-07,3.48E-06,4.10E-05,0,0,2.08E-06,2.39E-05,0.011299435,0.000443262,0.010856173,0.009159342,0.002140093,1.88E-05,-1.099389015,1,tree
Plantation_Pop Travers Park,0.000555267,0.000790186,0.000595303,4.44E-05,3.59E-05,0,0.001686778,0.000507322,7.30E-05,1.87E-05,3.40E-06,0.000150048,0.000135956,0,7.42E-05,0.000298488,0.000205513,0,0.001204978,-0.001204978,0.000771092,-0.000771092,0.000469654,0.034087533,1,mean_ndvi
Plantation_Rae Carole Armstrong Liberty Tree Park,2.16E-05,8.12E-06,1.09E-05,0,6.75E-06,0,1.87E-05,6.88E-06,6.23E-06,1.34E-07,2.75E-08,3.39E-06,2.34E-06,0,0,2.01E-06,5.57E-06,0,0.003994996,-0.003994996,0.000340591,-0.000340591,0.000233246,-0.008270956,1,area
Plantation_Seminole Park,0.000442329,0.000522734,0.000393942,6.47E-05,0.000170209,0,0.001358356,0.000816549,3.48E-07,3.32E-05,2.78E-06,0.000103455,0.000175564,0,0,0.000301124,0.000347475,0.058823529,0.000591017,0.058232513,0.041498303,0.017325226,0.000481887,-0.00214659,1,mean_ndvi
Plantation_Sunset Park,6.73E-05,4.57E-05,0.000149918,1.04E-05,4.64E-05,0,3.83E-05,0.0001806,1.20E-05,1.48E-06,9.07E-06,2.76E-06,0,0,0,1.91E-05,7.62E-05,0.018867925,0,0.018867925,0.015062444,0.003805481,3.75E-05,-0.581108374,1,mean_ndwi
Plantation_Tara Park,0.001450335,0.003688567,0.002162895,5.25E-06,0.000190438,0,0.002304737,0.00138971,0.000309406,0.007549415,3.34E-05,9.72E-05,0.001267714,1.48E-06,0,9.25E-08,0.001259487,0,0,0,0.006033333,-0.006033333,0.003291347,-0.239930508,1,Kids_Playground
Plantation_Volunteer Park,5.19E-05,3.35E-05,0.000146228,8.13E-06,1.36E-05,0,5.53E-05,0.000161076,3.80E-06,1.47E-07,4.94E-06,1.95E-06,1.04E-07,0,2.28E-08,6.77E-06,1.31E-05,0,0.005835081,-0.005835081,0.000724843,-0.000724843,3.78E-05,-0.602782869,1,mean_ndwi
Pompano Beach_Annie Adderly Gillis Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Bill Keith Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Canine Corner Dog Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Exchange Club Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Founders Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Harbor's Edge Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Highlands Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Hillsboro Inlet Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Hunters Manor Park,1.51E-06,2.92E-06,4.67E-07,1.87E-06,9.33E-07,0,1.24E-06,6.58E-07,0,1.91E-07,4.67E-07,0,3.75E-08,7.37E-07,0,0,1.78E-06,0,0,0,0,0,8.64E-06,0.016703055,1,tree
Pompano Beach_Indian Mound Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_McNab Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_McNair Park & Recreation Center,8.37E-06,1.08E-05,8.94E-06,5.16E-06,3.20E-06,0,1.19E-05,9.62E-06,3.13E-08,5.73E-07,5.00E-08,0,6.83E-07,1.10E-06,0,7.26E-07,6.14E-06,0,0,0,0,0,6.94E-06,0.210475066,1,mean_ndvi
Pompano Beach_Mitchell Moore Park-Westside Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-06,0,1,area
Pompano Beach_North Ocean Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_North Pompano Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Sand and Spurs Equestrian Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Pompano Beach_Sgt. Chris Reyka Memorial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Southwest Ranches_Rolling Oaks Park,0,1.26E-08,1.26E-08,3.77E-08,3.59E-07,0,0,1.89E-08,0,0,1.94E-07,0,0,0,0,0,0,0,0,0,0,0,2.81E-06,-0.02233966,1,herbaceous_wetland
Southwest Ranches_Sunshine Ranches Equestrian Park,1.09E-06,1.81E-06,6.50E-07,4.56E-07,6.21E-07,0,7.01E-07,6.60E-07,0,6.90E-07,3.73E-08,3.22E-05,6.61E-08,1.05E-06,0,7.83E-08,1.66E-06,0,0,0,4.11E-06,-4.11E-06,0.000541687,-0.074384261,1,Jog_Walk_path
Sunrise_City Park,3.53E-05,5.01E-05,0.000162233,0,1.59E-05,0,0.000137124,0.000201368,1.63E-05,8.93E-05,1.64E-06,1.24E-06,0,0,0,8.34E-06,1.59E-05,0,0.002083333,-0.002083333,0.0001875,-0.0001875,0.000394072,-0.049624491,1,mean_ndwi
Sunrise_Cypress Preserve Park,0.000427308,0.000122086,0.000484673,0,6.85E-05,0,0.000103832,0.000305847,9.47E-05,6.06E-05,9.96E-07,7.68E-07,2.54E-06,0,0,9.36E-06,9.39E-05,0,0.008550296,-0.008550296,0.000414374,-0.000414374,0.000419498,-0.124334744,1,grassland
Sunrise_Flamingo Park,2.98E-05,7.65E-06,5.67E-05,9.40E-06,9.22E-06,0,4.18E-05,0.000138246,1.40E-06,0,1.83E-06,0,3.47E-07,0,2.46E-06,1.04E-06,2.17E-05,0,0.003930818,-0.003930818,0.000218553,-0.000218553,2.89E-05,-0.223519197,1,mean_ndwi
Sunrise_Flamingo Road Linear Park,1.13E-05,2.13E-06,2.76E-05,1.37E-07,1.06E-06,0,7.39E-06,1.01E-05,0,0,4.36E-07,1.96E-06,8.71E-07,0,0,2.41E-06,1.77E-06,0,0.000739645,-0.000739645,6.46E-05,-6.46E-05,2.68E-05,-0.079979451,1,grassland
Sunrise_Lakeside Park,0.000439683,0.000210625,0.001008519,0,0.000256627,0,0.000425767,0.00079393,1.47E-05,0.000175109,0.000193916,8.34E-10,4.25E-05,0,0,2.96E-05,0.000241233,0,0.015,-0.015,0.0026625,-0.0026625,0.000518065,-0.388512166,1,grassland
Sunrise_Nob Hill Soccer Club Park,5.44E-05,1.15E-05,9.57E-05,5.93E-07,1.16E-05,0,2.82E-05,6.12E-05,4.27E-07,1.70E-06,3.89E-07,2.53E-06,1.37E-06,0,1.80E-09,4.75E-06,1.38E-05,0,0,0,8.26E-05,-8.26E-05,3.60E-05,-0.441375816,1,grassland
Sunrise_Oak Hammock-Passive Park,0.000536915,8.70E-05,0.000285304,0,0.000127227,0,3.78E-05,0.000183609,5.91E-05,0.000131866,3.12E-05,5.46E-08,2.15E-05,0,0,4.50E-07,2.61E-05,0.00591716,0,0.00591716,0.008318713,-0.002401553,0.000414429,-0.110749509,1,area
Sunrise_Oscar Wind Park,3.10E-07,3.81E-07,3.23E-07,2.65E-07,3.64E-07,0,1.45E-08,3.30E-08,1.86E-08,6.58E-10,1.56E-08,0,1.62E-09,0,2.09E-08,6.58E-10,4.10E-07,0,1.41E-05,-1.41E-05,2.19E-06,-2.19E-06,1.23E-07,-0.066775907,1,Biodiversity
Sunrise_Sawgrass Sanctuary Park,2.59E-07,4.55E-07,3.80E-07,3.67E-07,3.02E-07,0,2.27E-08,5.07E-08,0,0,1.20E-08,0,2.83E-08,0,4.77E-08,1.93E-08,3.94E-07,0,0,0,0,0,1.23E-07,-0.067908357,1,tree
Sunrise_Shotgun Road Linear Park,2.21E-07,2.86E-07,2.54E-07,1.86E-07,1.51E-07,0,3.45E-08,1.27E-08,0,5.04E-10,5.78E-09,0,1.52E-09,0,5.08E-08,5.76E-09,2.37E-07,0,0,0,9.86E-06,-9.86E-06,0.002666753,-0.002045017,1,tree
Sunrise_Sunrise Athletic Complex,1.28E-06,4.51E-06,4.62E-06,0,2.37E-06,0,4.66E-06,5.26E-06,1.70E-08,3.21E-08,1.17E-06,5.34E-08,2.30E-07,0,3.82E-08,3.21E-08,1.09E-07,0,0,0,0.000100099,-0.000100099,2.74E-06,-0.173530919,1,mean_ndwi
Sunrise_Sunrise Sportsplex,0.000665999,0.000102293,0.000239755,0,8.05E-05,0,4.60E-05,0.000220399,0.000102382,0.000714059,5.92E-06,1.12E-05,1.01E-06,0,0,1.83E-05,2.72E-05,0,0.010909763,-0.010909763,0.001697756,-0.001697756,0.000438933,-0.17642524,1,Kids_Playground
Sunrise_Sunrise Tennis Club,3.09E-05,1.66E-05,1.22E-05,0,1.72E-05,0,4.11E-06,1.66E-05,0,4.33E-07,1.22E-06,1.28E-07,4.29E-06,0,0,1.15E-07,3.56E-06,0,0,0,1.78E-05,-1.78E-05,0.000358067,0.040310572,1,area
Sunrise_Welleby Park,1.77E-06,7.66E-06,7.19E-06,0,6.69E-06,0,3.80E-06,7.01E-06,0,0,1.08E-06,5.84E-09,3.71E-07,0,6.15E-08,1.03E-07,6.99E-07,0,0,0,9.47E-05,-9.47E-05,2.65E-06,-0.135410002,1,tree
Tamarac_Caporella Aquatic Center,1.21E-06,3.67E-06,4.29E-06,0,3.11E-06,0,3.48E-06,4.05E-06,0,0,1.17E-06,0,1.11E-07,0,0,2.04E-08,1.41E-06,0,0,0,0,0,2.95E-06,-0.264161281,1,grassland
Tamarac_Caporella Park,0.000473251,7.23E-05,0.000119342,0,1.29E-05,0,0.000291887,0.001432099,0,0.000131687,1.34E-05,0,0,0.001515873,0,0,0.000658436,0,0,0,0.001074074,-0.001074074,0.000925472,-0.124448653,1,Nature_Preserve
Tamarac_Mainlands Park,9.10E-05,1.53E-05,0.000100382,2.24E-07,2.03E-07,0,0.000454787,0.000349885,0.000110451,5.11E-05,8.57E-06,4.45E-06,8.76E-06,0,0,1.13E-08,1.89E-05,0,0,0,0.00036875,-0.00036875,0.000413351,-0.107245803,1,mean_ndvi
Tamarac_Sunset Point Park,4.15E-05,7.42E-06,4.08E-05,0,0.000126741,0,4.91E-05,3.97E-05,6.12E-08,7.89E-08,3.02E-05,0,8.15E-06,5.49E-07,0,1.66E-07,3.44E-05,0,0.002614379,-0.002614379,0.000536051,-0.000536051,3.67E-05,-0.365990744,1,herbaceous_wetland
Tamarac_Swim Central Annex Park,8.23E-07,2.89E-06,6.07E-06,0,4.19E-06,0,2.75E-06,7.35E-06,2.92E-09,0,5.84E-08,5.84E-09,4.52E-08,0,0,3.67E-08,2.07E-06,0,0,0,1.18E-05,-1.18E-05,3.09E-06,-0.324074623,1,mean_ndwi
Tamarac_Tamarac Recreation Center,1.22E-05,2.02E-05,6.69E-06,1.06E-06,3.93E-05,0,1.10E-05,1.92E-06,1.21E-06,7.39E-06,1.51E-05,7.30E-07,4.21E-06,0,5.57E-05,1.73E-07,5.41E-06,0,0.000300752,-0.000300752,1.05E-05,-1.05E-05,1.67E-05,-0.4692018,1,Dog_Park
Tamarac_Tamarac Sports Complex,5.75E-05,4.04E-05,8.62E-05,0,0.000180216,0,5.67E-05,6.29E-05,0,1.13E-06,3.13E-05,7.47E-07,2.56E-05,0,1.23E-05,3.05E-06,0.000100299,0,0.006535948,-0.006535948,0.002129058,-0.002129058,4.47E-05,-0.306824,1,herbaceous_wetland
Tamarac_Tamarac Veterans Park-Dog Park,3.61E-05,3.71E-05,5.10E-06,0,6.83E-05,0,2.94E-05,1.27E-05,4.89E-07,1.34E-05,2.44E-05,1.21E-05,7.22E-06,1.41E-06,8.21E-05,0,1.15E-05,0.012820513,0,0.012820513,0.010828104,0.001992409,1.76E-05,-0.550236522,1,Dog_Park
Tamarac_Tephford Park,8.47E-05,5.94E-05,5.03E-05,0,0.000172731,0,7.64E-05,0.000103739,0,1.63E-05,2.44E-05,1.11E-05,5.38E-05,0,7.74E-06,1.65E-06,0.000257292,0.019607843,0,0.019607843,0.017471414,0.002136429,0.00013984,-0.156321314,1,Biodiversity
Tamarac_Waters Edge Park,0.001070699,0.000167571,0.000376096,1.69E-06,4.43E-06,0,5.20E-05,0.000357214,0.000152957,0.000420205,2.39E-05,6.25E-06,0,0,0,4.55E-05,9.85E-05,0,0,0,0.000741546,-0.000741546,0.000457539,-0.232513142,1,area
West Park_Mary Saunders Park,3.48E-06,8.19E-07,2.54E-06,3.33E-06,2.60E-06,0,0,3.44E-07,0,2.92E-07,1.99E-06,0,0,2.11E-06,0,0,4.68E-07,0,0,0,0,0,2.95E-06,-0.008394003,1,area
West Park_McTyre Park,4.74E-06,5.18E-06,5.26E-06,6.23E-06,7.89E-06,0,1.67E-08,2.04E-06,8.51E-08,1.11E-06,9.45E-06,1.28E-08,0,7.38E-06,0,0,4.31E-07,0,0.000110375,-0.000110375,1.32E-05,-1.32E-05,2.98E-06,-0.019551295,1,Body_of_water
West Park_Water Tower Park,7.89E-07,1.61E-06,8.19E-07,1.02E-06,1.84E-06,0,0,6.14E-07,0,1.43E-06,1.55E-06,0,0,1.81E-06,0,0,2.05E-07,0,0,0,0,0,3.00E-06,-0.027480368,2,herbaceous_wetland
Weston_Bonaventure Park,8.57E-07,8.26E-07,9.10E-07,1.87E-07,5.39E-07,0,2.79E-08,1.05E-07,3.91E-09,1.87E-07,9.46E-09,0,3.88E-09,0,1.58E-09,4.60E-09,1.61E-06,0,2.77E-05,-2.77E-05,2.84E-05,-2.84E-05,3.14E-06,-0.006746034,1,Biodiversity
Weston_Eagle Point Park,5.38E-06,6.20E-06,5.44E-06,6.41E-08,4.37E-06,0,4.62E-07,3.67E-06,2.17E-07,1.80E-06,1.85E-08,0,5.53E-11,0,5.82E-07,5.42E-08,7.95E-06,0,0.000198413,-0.000198413,2.88E-05,-2.88E-05,3.73E-06,-0.198843687,1,Biodiversity
Weston_Emerald Estates Park,1.08E-06,2.05E-06,5.95E-07,6.95E-07,4.50E-07,0,7.04E-07,1.15E-07,0,0,7.48E-08,0,2.55E-07,3.40E-07,1.14E-07,8.23E-08,1.82E-06,0,0.000656814,-0.000656814,4.49E-05,-4.49E-05,4.84E-06,0.063831294,1,tree
Weston_Gator Run Park,1.27E-05,1.85E-05,1.81E-05,3.70E-08,1.10E-05,0,1.16E-06,2.47E-06,3.22E-07,6.64E-06,0,0,0,0,4.00E-06,1.00E-07,1.14E-05,0,0,0,0,0,4.34E-06,-0.394344796,1,tree
Weston_Heron Park,2.52E-08,4.41E-08,7.55E-08,1.26E-08,5.03E-08,0,0,9.44E-09,0,0,0,0,0,0,0,1.26E-08,0,0,0,0,0,0,2.73E-07,0.004154087,1,grassland
Weston_Indian Trace Park,3.82E-06,8.58E-06,6.26E-06,2.41E-08,7.27E-06,0,2.31E-08,1.57E-06,2.45E-08,1.36E-06,2.30E-09,3.86E-09,0,0,7.71E-07,0,6.75E-06,0,0,0,0,0,3.55E-06,-0.138853464,1,tree
Weston_Library Park,0,1.74E-06,2.16E-07,1.74E-06,6.95E-07,0,2.16E-07,7.33E-08,0,0,0,0,1.76E-08,0,1.74E-06,0,3.58E-06,0,0,0,1.70E-05,-1.70E-05,2.84E-05,-0.072468191,1,Biodiversity
Weston_Peace Mound Park,6.61E-08,1.11E-07,7.94E-08,6.10E-08,8.86E-08,0,0,0,0,0,3.45E-09,0,6.58E-10,0,2.52E-09,2.30E-09,1.85E-07,0,9.86E-05,-9.86E-05,7.88E-06,-7.88E-06,2.82E-07,-0.028938354,1,Biodiversity
Weston_Regional Park,1.33E-05,2.24E-05,1.27E-05,1.92E-05,2.37E-05,0,5.01E-06,2.43E-05,2.50E-07,1.21E-05,3.23E-06,1.75E-07,8.24E-06,0,6.30E-06,1.00E-07,2.23E-05,0.006802721,0.001378472,0.005424249,0.006215909,0.000586812,2.65E-05,0.006661078,1,mean_ndwi
Weston_Tequestra Trace Park,9.81E-06,7.77E-06,9.72E-06,0,8.69E-06,0,1.05E-06,1.47E-06,0,5.19E-06,0,7.71E-09,3.09E-08,0,1.21E-06,1.76E-08,5.34E-06,0,0.000485909,-0.000485909,4.76E-05,-4.76E-05,3.96E-06,-0.270338052,1,area
Weston_Vista Park,1.18E-06,2.42E-05,6.82E-07,8.38E-07,6.35E-06,0,3.20E-05,1.70E-05,0,0,1.01E-05,1.79E-07,9.92E-08,5.61E-07,3.09E-06,0,2.84E-05,0,0,0,0.000122848,-0.000122848,2.79E-05,-0.003350563,1,mean_ndvi
Weston_Windmill Ranch Park,2.31E-06,4.19E-06,2.44E-06,0,2.26E-06,0,4.93E-07,1.65E-06,7.05E-08,8.87E-08,0,0,0,0,9.30E-07,0,7.17E-07,0,0,0,0,0,3.34E-06,-0.056691225,1,tree
Wilton Manors_Colohatchee Park,1.89E-05,6.15E-06,6.93E-07,0,2.46E-05,0,2.05E-05,2.33E-05,6.40E-09,0,4.00E-07,1.34E-07,2.03E-07,0,2.23E-05,2.98E-06,2.56E-05,0.008196721,0.000675676,0.007521045,0.007872387,0.000324334,0.000164776,0.008153314,1,Biodiversity
Wilton Manors_Donn Eisele Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Wilton Manors_Hagen Park,1.80E-05,2.74E-06,1.25E-06,0,1.62E-05,0,1.96E-05,1.50E-05,0,0,3.49E-07,5.41E-07,2.28E-07,0,1.63E-05,1.51E-06,1.31E-05,0,0,0,1.16E-05,-1.16E-05,5.00E-06,-0.005196328,1,mean_ndvi
Wilton Manors_Island City Park Preserve,0.000341321,0.000330307,0.000384533,0,5.94E-05,0,8.13E-05,0.000124921,0.000111448,4.49E-07,0,1.30E-07,3.12E-05,0,1.00E-05,2.88E-06,9.29E-05,0,0.001851852,-0.001851852,0.000870697,-0.000870697,0.000221256,-0.322965469,1,grassland
Wilton Manors_M.E. DePalma Park,2.01E-05,5.38E-06,1.93E-06,0,1.72E-05,0,1.42E-05,1.76E-05,0,9.23E-08,2.87E-07,5.97E-08,1.23E-07,0,1.71E-05,1.94E-06,1.74E-05,0,0,0,1.64E-05,-1.64E-05,0.000164148,0.011936927,1,area
Wilton Manors_Mickel Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Wilton Manors_Richardson Historic Park and Nature Preserve,7.13E-06,9.74E-07,6.15E-07,0,6.39E-06,0,1.35E-05,1.49E-05,0,1.66E-07,0,2.05E-07,1.11E-07,0,1.30E-05,1.26E-06,1.05E-05,0,0.000431406,-0.000431406,9.15E-05,-9.15E-05,4.83E-06,0.029258129,1,mean_ndwi
