UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Broward_Fern Forest Nature Center,4.01E-06,4.00E-06,2.32E-07,0,3.39E-07,0,3.78E-06,3.86E-06,0,9.60E-07,0,6.27E-08,3.09E-07,1.24E-06,0,1.71E-09,2.86E-06,0.0032,0,0.0032,0.003009867,0.000190133,7.51E-07,-0.099654806,1,area
Broward_Franklin Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Helene Klein Pineland Preserve,2.23E-07,3.39E-07,2.83E-07,3.16E-07,2.23E-07,0,2.23E-07,3.25E-08,0,0,5.11E-08,0,0,0,1.51E-08,0,3.06E-07,0,0,0,0,0,4.69E-07,-0.011440424,1,tree
Broward_Herman and Dorothy Shooster Nature Preserve,1.96E-06,1.38E-06,6.83E-09,0,1.61E-07,0,1.52E-06,1.20E-06,0,1.36E-07,2.44E-10,5.60E-08,3.90E-09,3.80E-07,0,0,8.94E-07,0,0.00036,-0.00036,8.91E-05,-8.91E-05,6.93E-07,-0.015730676,1,area
Broward_Highlands Scrub Natural Area,8.10E-05,0.000375828,3.03E-05,0,0,0,8.91E-05,9.38E-05,0.000128489,2.28E-05,0,8.05E-06,2.31E-06,6.70E-06,0,0,0.000180298,0,0.025862069,-0.025862069,0.002303366,-0.002303366,0.000164129,-1.070485414,1,tree
Broward_Hollywood North Beach Park,4.32E-06,6.70E-06,2.62E-06,3.47E-06,3.16E-06,5.98E-06,1.00E-05,1.05E-05,9.92E-08,6.10E-08,0,3.47E-07,1.81E-07,1.92E-06,0,0,1.36E-05,0,0.00366889,-0.00366889,0.000381763,-0.000381763,6.90E-06,-0.003410128,1,Biodiversity
Broward_Kristin Jacobs Natural Area at Hillsboro Pineland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-07,0,1,area
Broward_Lafayette Hart Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Long Key Natural Area and Nature Center,2.69E-05,4.90E-05,3.19E-05,1.72E-06,2.17E-05,0,5.16E-05,1.01E-05,4.36E-09,4.11E-07,7.86E-06,1.16E-06,2.04E-06,5.98E-06,1.18E-06,1.40E-06,4.63E-05,0.00877193,0.010063806,-0.001291876,0.009216232,-0.000444302,9.52E-05,0.085020256,1,mean_ndvi
Broward_Markham Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Military Trail Nature Area,0.000259583,0.000447055,9.87E-05,0,8.67E-06,0,5.24E-05,6.73E-05,8.18E-05,2.45E-05,0,4.52E-06,1.70E-06,2.15E-05,8.92E-07,5.84E-07,5.28E-05,0,0.016283525,-0.016283525,0.001488916,-0.001488916,0.000142139,-0.684968676,1,tree
Broward_Miramar Pineland Natural Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Pine Island Ridge Natural Area,1.09E-05,8.36E-06,2.06E-06,8.68E-07,8.54E-06,0,9.69E-06,7.89E-06,0,1.05E-07,2.09E-07,1.75E-06,4.44E-07,0,0,1.01E-06,8.63E-06,0,0.001040222,-0.001040222,0.000183717,-0.000183717,7.91E-06,0.291446178,1,area
Broward_Plantation Heritage Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Quiet Waters Park,4.97E-06,1.16E-05,3.87E-06,1.44E-06,1.59E-06,0,1.74E-05,1.88E-05,0,1.00E-05,1.12E-06,4.16E-07,1.93E-07,1.68E-06,2.48E-06,6.06E-06,1.10E-05,0.002638522,0.000629371,0.002009151,0.002688491,-5.00E-05,1.41E-05,-0.554372567,1,mean_ndwi
Broward_Reverend Samuel Delevoe Memorial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Roosevelt Gardens Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Saw Palmetto Natural Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-07,0,1,area
Broward_Secret Woods Park,9.16E-05,8.10E-05,0,9.95E-05,4.23E-05,0,6.82E-06,9.44E-05,1.99E-06,5.32E-06,6.81E-07,3.22E-06,0,7.01E-06,0,0,7.29E-05,0.01512605,0,0.01512605,0.014147899,0.000978151,1.67E-05,-0.095281434,1,water
Broward_Sewell Lock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Snake Warriors Island,1.10E-05,1.11E-05,4.50E-06,9.41E-06,1.14E-05,0,2.08E-06,1.54E-06,0,0,9.88E-06,0,0,1.24E-05,0,0,0,0.006622517,0,0.006622517,0.005704195,0.000918322,2.98E-06,-0.020508509,1,Nature_Preserve
Broward_South Fork Canoe Launch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Sunview Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Tall Cypress Natural Area,4.99E-05,7.73E-05,4.44E-05,0,4.31E-05,0,2.78E-05,4.40E-05,4.65E-07,3.17E-05,0,3.60E-06,3.28E-05,2.25E-05,1.18E-07,3.44E-06,6.27E-05,0.012121212,0,0.012121212,0.011616498,0.000504714,6.01E-05,-0.497236556,1,tree
Broward_Topeekeegee Yugnee Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_Tradewinds Park,5.49E-05,8.59E-05,1.53E-05,9.88E-07,1.92E-06,0,4.84E-05,1.95E-05,0,0,3.79E-06,0.000110096,0,8.23E-07,0,5.76E-07,8.22E-06,0,0,0,0,0,5.03E-05,-0.526496122,1,Jog_Walk_path
Broward_Tree Tops Park,6.82E-06,7.19E-06,1.94E-06,2.28E-06,7.04E-06,0,5.83E-06,4.71E-06,3.91E-08,0,4.51E-07,2.86E-09,2.75E-07,0,0,7.03E-07,8.49E-06,0.004854369,0.000949668,0.003904701,0.004371254,0.000483115,8.82E-06,0.209423863,1,Biodiversity
Broward_Vista View Park,1.19E-05,2.15E-05,1.05E-05,3.09E-06,9.39E-06,0,1.98E-05,3.31E-06,0,5.28E-06,2.21E-06,6.79E-09,4.21E-06,3.18E-05,3.69E-07,2.34E-06,2.31E-05,0.003284072,0,0.003284072,0.003350402,-6.63E-05,8.21E-06,0.42689655,2,Nature_Preserve
Broward_Washburn Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Broward_West Lake Park,8.36E-06,6.93E-06,9.71E-06,9.46E-06,3.86E-06,1.15E-05,3.11E-05,3.09E-05,0,4.73E-06,4.93E-07,3.20E-08,3.31E-06,5.27E-07,0,1.32E-07,2.87E-05,0,0.003537498,-0.003537498,0.000687824,-0.000687824,6.69E-06,0.027228064,1,mean_ndvi
Broward_Woodmont Natural Area,2.12E-05,7.75E-05,2.53E-05,0,3.10E-06,0,9.36E-05,3.94E-05,6.19E-05,3.18E-05,1.97E-06,6.89E-06,5.26E-06,8.15E-05,0,8.75E-07,4.42E-05,0.015151515,0,0.015151515,0.013227273,0.001924242,2.56E-05,-0.6737147,1,mean_ndvi
Coconut Creek_Community Center and Fitness Center South,1.18E-05,1.06E-05,1.62E-06,0,3.59E-07,0,7.99E-06,2.54E-06,2.25E-07,6.72E-07,8.86E-09,8.42E-06,2.38E-07,9.69E-07,0,4.67E-07,1.32E-06,0,0.005555556,-0.005555556,0.000511541,-0.000511541,3.68E-05,-0.116488798,1,area
Coconut Creek_Cypress Park,5.48E-05,0.000157258,5.26E-05,0,1.55E-06,0,9.39E-05,5.63E-05,3.53E-06,4.75E-06,8.39E-06,0.000138332,1.32E-06,5.60E-07,0,9.88E-07,7.08E-05,0,0.001666667,-0.001666667,0.000321717,-0.000321717,7.55E-05,-0.879539017,1,tree
Coconut Creek_George S. Gerber Memorial Park,0.000118356,0.000198947,5.62E-05,0,8.91E-06,0,0.000115637,5.13E-05,3.33E-06,3.06E-07,2.33E-06,0.000143976,2.88E-06,1.45E-06,0,5.35E-07,6.84E-05,0,0.005925926,-0.005925926,0.000717989,-0.000717989,9.33E-05,-1.324811971,1,tree
Coconut Creek_Lakeside Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coconut Creek_Oak Trails Park,7.94E-07,5.62E-07,7.34E-07,5.43E-07,8.40E-07,0,7.98E-07,1.96E-07,0,3.13E-08,3.71E-08,0,1.86E-08,4.18E-08,4.18E-08,0,9.24E-07,0,0.000150773,-0.000150773,1.67E-05,-1.67E-05,4.79E-07,-0.031878384,1,Biodiversity
Coconut Creek_Recreation Complex and Fitness Center North,8.16E-07,7.15E-07,6.68E-07,6.22E-07,6.76E-07,0,4.36E-07,1.18E-07,0,0,7.66E-08,0,0,1.13E-08,3.86E-08,0,9.75E-07,0,0,0,0,0,4.66E-07,-0.003353388,1,Biodiversity
Coconut Creek_Rowe Activity Center and Donaldson Park,4.34E-06,5.44E-06,6.35E-07,0,1.37E-08,0,2.97E-06,3.53E-06,0,9.42E-07,6.46E-07,6.61E-06,7.36E-07,1.66E-06,5.39E-08,1.40E-08,1.86E-06,0,0,0,3.18E-05,-3.18E-05,3.43E-05,-0.041425673,1,Jog_Walk_path
Coconut Creek_Sabal Pines Park,5.38E-07,8.48E-07,9.65E-07,8.11E-07,7.03E-07,0,7.52E-07,6.21E-08,0,0,1.06E-08,0,0,1.54E-07,1.03E-07,0,6.05E-07,0,0.001978892,-0.001978892,4.38E-05,-4.38E-05,9.12E-07,-0.964345964,2,grassland
Coconut Creek_Windmill Park and Dog Park,2.20E-06,2.51E-06,4.28E-07,0,7.08E-08,0,1.99E-06,1.04E-06,0,1.68E-06,1.72E-07,0,4.97E-07,1.82E-06,0,2.35E-08,2.29E-06,0,0,0,0,0,9.01E-07,-0.319757279,1,tree
Coconut Creek_Winston Park Nature Trail,4.86E-06,6.42E-06,6.04E-07,0,2.42E-07,0,7.33E-06,5.27E-06,0,1.00E-06,0,2.47E-07,1.00E-06,0,0,0,5.97E-06,0,0,0,4.24E-05,-4.24E-05,4.28E-05,-0.065586738,1,mean_ndvi
Cooper City_Bill Lips Sports Complex,5.81E-05,4.05E-05,5.22E-05,9.28E-05,0.000113433,0,0.000121948,0.000122217,0,0,2.15E-05,4.55E-06,2.89E-06,0,0,0,7.26E-05,0,0.003846154,-0.003846154,0.000392846,-0.000392846,0.000106317,-0.011159409,1,mean_ndwi
Cooper City_Chase Park,6.68E-06,7.25E-06,2.37E-06,4.40E-06,4.48E-06,0,3.91E-06,1.94E-06,0,0,2.75E-08,0,4.71E-08,0,1.77E-07,1.39E-07,5.11E-06,0,0,0,0,0,1.72E-06,-0.093333838,1,tree
Cooper City_Christie Schafale Park and Dog Park,3.21E-06,4.67E-06,1.00E-06,1.49E-05,1.86E-06,0,4.97E-06,6.07E-06,0,2.03E-06,5.29E-07,1.96E-09,8.54E-08,6.66E-06,0,0,7.06E-06,0,0.000441306,-0.000441306,0.000104872,-0.000104872,9.58E-06,0.123131378,1,water
Cooper City_Dawn Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Cooper City_Diamond Head Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91E-06,-2.22E-16,1,area
Cooper City_Ellie Kozak Park,6.74E-06,1.38E-05,0,6.05E-06,8.15E-06,0,9.62E-06,1.26E-05,0,2.31E-06,0,0,1.12E-07,6.84E-06,0,0,1.01E-05,0,0,0,0,0,1.08E-05,-0.087018381,2,tree
Cooper City_Flamingo Park,0.000135026,3.48E-05,0.000127167,0.000316924,0.000256659,0,0.000370972,0.000368086,0,6.15E-07,5.97E-05,2.62E-06,4.38E-06,1.16E-06,0,1.30E-06,0.00010731,0,0.005304572,-0.005304572,0.000890589,-0.000890589,0.000138541,-0.317641804,1,mean_ndvi
Cooper City_Flamingo West Park,0.000185123,6.42E-05,0.000190811,0.000586696,0.000818034,0,0.000253786,0.000582862,0,0,0.000143755,1.76E-05,2.46E-06,0,1.41E-07,1.04E-06,0.000121444,0.038461538,0,0.038461538,0.03326282,0.005198718,0.000183967,-0.764535744,1,herbaceous_wetland
Cooper City_Forest Lake Park,4.87E-05,2.82E-05,6.15E-05,0.000124202,0.000224439,0,0.000172308,0.000127544,0,0,4.41E-05,2.41E-07,1.62E-06,0,0,1.98E-07,4.58E-05,0,0.000316556,-0.000316556,4.12E-05,-4.12E-05,0.000109845,-0.053584901,1,herbaceous_wetland
Cooper City_Jerry Morgan Park,0,0,0,0,1.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-06,-5.49E-05,1,herbaceous_wetland
Cooper City_Memorial Park,3.50E-06,1.93E-06,8.95E-07,3.09E-06,1.73E-06,0,2.70E-06,1.04E-06,0,0,1.35E-07,1.14E-08,4.32E-08,0,0,5.79E-08,1.81E-06,0,0,0,0,0,1.61E-06,-0.027913304,1,area
Cooper City_Natalie's Cove Park,0.0001206,3.92E-05,9.81E-05,0.000287633,0.000136769,0,0.000257975,0.000241504,0,4.47E-06,2.54E-05,3.86E-06,1.62E-05,2.76E-06,0,5.13E-07,8.85E-05,0,0.001906,-0.001906,0.000454077,-0.000454077,0.000110451,-0.050478777,1,water
Cooper City_Pine Lake Park,4.49E-06,4.88E-06,5.07E-06,3.31E-06,3.42E-06,0,8.14E-06,2.11E-06,0,0,1.83E-07,0,6.28E-08,0,0,2.48E-07,3.99E-06,0,0,0,0,0,8.18E-06,0.267079548,1,mean_ndvi
Cooper City_Pool & Tennis Center Park,0.000134739,1.46E-05,0.000162251,0.00032606,0.000324845,0,0.000199581,0.000344428,0,0,0.000129702,9.86E-06,0,0,0,7.17E-07,9.22E-05,0,0.019230769,-0.019230769,0.002019231,-0.002019231,0.000149458,-0.515500811,1,mean_ndwi
Cooper City_Stirling Palm Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Cooper City_Suellen H. Fardelmann Sports Complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Cooper City_Tamarind Park,0.000115321,4.17E-06,0.000141288,0.000173346,0.000245089,0,0.000320529,0.000238312,3.52E-08,1.41E-07,5.73E-05,3.54E-06,6.20E-07,0,0,2.15E-07,4.01E-05,0,0.001175779,-0.001175779,0.000138889,-0.000138889,0.000124484,-0.193995734,1,mean_ndvi
Cooper City_Ted Ferone Park,3.14E-07,1.75E-06,8.21E-07,2.20E-07,9.31E-07,0,1.53E-06,2.31E-06,0,0,2.10E-08,0,0,0,0,0,2.20E-07,0,0,0,0,0,1.11E-05,0.003156679,1,mean_ndwi
Coral Springs_Betti Stradling Park,2.13E-06,1.08E-05,3.76E-06,0,2.84E-06,0,3.09E-06,1.42E-06,2.90E-07,1.67E-07,1.83E-06,3.83E-07,1.80E-07,3.66E-07,0,1.25E-05,8.79E-06,0.004651163,0,0.004651163,0.003993023,0.00065814,2.65E-06,-0.838335,1,Indoor_Outdoor_fitness_center
Coral Springs_Castlewood Park,2.47E-07,1.51E-06,2.01E-06,0,2.60E-06,0,2.75E-07,9.15E-07,0,1.50E-07,1.98E-07,1.35E-07,6.42E-08,0,0,3.06E-06,4.76E-07,0,5.54E-05,-5.54E-05,1.26E-05,-1.26E-05,2.10E-06,-0.457283949,1,Indoor_Outdoor_fitness_center
Coral Springs_Coral Springs Aquatic Complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Countrywood Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Cypress Hammock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Cypress Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Dede Gilmore Memorial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Eagle Ridge Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Fern Glen Park,2.48E-05,4.15E-05,7.38E-07,0,3.46E-05,0,7.66E-06,4.08E-05,0,1.38E-05,3.01E-08,0,2.59E-05,1.80E-05,0,4.12E-07,3.77E-05,0,0.002020202,-0.002020202,0.000173962,-0.000173962,4.49E-05,-0.117748747,1,tree
Coral Springs_Forest Hills Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79E-06,-2.22E-16,1,area
Coral Springs_Forest Hills West Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Lakeview Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Lions Park,2.66E-05,8.55E-06,1.18E-06,0,4.08E-06,0,1.89E-05,2.05E-05,3.77E-08,2.31E-06,1.26E-06,1.35E-07,3.07E-06,4.02E-06,3.01E-08,0,1.64E-05,0,0,0,0,0,1.05E-05,-0.076883492,1,area
Coral Springs_Mullins Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_North Community Park,1.41E-06,8.35E-06,2.51E-06,0,2.80E-06,0,1.53E-06,1.40E-06,1.44E-07,4.33E-08,4.92E-07,8.01E-07,3.90E-07,0,0,8.36E-06,3.93E-06,0,0.002269204,-0.002269204,0.000274806,-0.000274806,2.34E-06,-0.623612519,1,Indoor_Outdoor_fitness_center
Coral Springs_Orchid Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Paul Barre Memorial Park,4.27E-05,3.87E-05,5.47E-06,0,1.83E-05,0,8.73E-06,4.12E-05,0,1.82E-05,0,3.00E-07,2.05E-05,2.84E-05,0,0,3.55E-05,0,0.001331497,-0.001331497,0.00015303,-0.00015303,4.53E-05,-0.128369665,1,area
Coral Springs_Paul Britton Park,9.80E-07,7.71E-06,2.22E-06,1.22E-07,8.96E-07,0,3.04E-06,2.16E-06,0,0,6.09E-07,6.86E-07,0,0,0,8.40E-06,4.28E-06,0,0,0,4.73E-05,-4.73E-05,2.79E-06,-0.932272654,1,Indoor_Outdoor_fitness_center
Coral Springs_Poinciana Park,1.11E-06,7.70E-07,4.24E-06,0,4.23E-06,0,1.33E-06,3.81E-07,3.65E-07,1.62E-08,0,7.21E-09,6.61E-09,3.09E-07,0,4.05E-06,6.58E-07,0,0,0,0,0,2.37E-06,-0.645731517,1,grassland
Coral Springs_Pride Promoters Park,2.45E-05,1.78E-05,3.43E-07,0,5.01E-06,0,1.22E-05,2.20E-05,9.79E-07,6.26E-07,0,6.73E-08,1.29E-06,3.82E-06,0,0,2.69E-05,0,0,0,0,0,1.19E-05,-0.116653713,1,Biodiversity
Coral Springs_Ralph Diaz Memorial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Riverside Park,7.00E-07,1.53E-05,1.55E-06,0,2.34E-06,0,7.42E-06,6.35E-06,1.20E-05,0,4.92E-06,0,1.17E-06,1.70E-05,0,0,2.20E-06,0,0,0,0,0,1.65E-05,-0.075941674,1,Nature_Preserve
Coral Springs_Sandy Ridge Sanctuary,6.14E-06,8.24E-06,1.70E-06,0,3.20E-06,0,5.88E-06,4.73E-06,2.62E-09,3.77E-09,1.22E-08,3.61E-09,2.99E-07,1.90E-06,0,1.71E-06,6.07E-06,0,0.003030303,-0.003030303,0.000440263,-0.000440263,1.17E-05,-0.089147111,1,tree
Coral Springs_Sherwood Forest Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Coral Springs_Sportsplex Athletic Complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,0,1,area
Coral Springs_Three Friends Park,0,0,0,0,4.69E-08,0,1.44E-08,0,0,0,0,0,0,0,0,1.98E-08,0,0,0,0,4.65E-06,-4.65E-06,1.44E-06,-1.78E-05,1,herbaceous_wetland
Coral Springs_Three Mountains Natural Area,5.28E-06,3.91E-05,5.39E-06,0,3.06E-07,0,5.56E-05,4.67E-06,9.18E-06,6.70E-07,9.57E-07,3.03E-06,2.50E-07,5.42E-05,0,0,2.34E-06,0,0.015151515,-0.015151515,0.000354798,-0.000354798,3.19E-05,-1.083506372,1,mean_ndvi
Coral Springs_Turtle Run Park,5.18E-05,5.83E-05,1.76E-05,0,2.94E-05,0,2.18E-05,4.30E-05,0,4.47E-05,3.15E-08,2.85E-06,3.26E-05,1.54E-05,0,5.70E-08,6.37E-05,0,0,0,8.59E-05,-8.59E-05,5.40E-05,-0.343853293,1,Biodiversity
Coral Springs_Village Green Park,1.37E-06,2.06E-06,9.79E-08,0,8.82E-07,0,1.37E-06,6.86E-07,0,0,0,0,1.35E-07,1.35E-07,0,0,0,0,0,0,0,0,1.12E-05,-0.050394329,1,tree
Coral Springs_Westchester Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,0,1,area
Coral Springs_Windings Park,1.55E-06,5.39E-06,4.57E-06,0,6.34E-06,0,1.09E-06,3.88E-06,2.91E-07,9.01E-08,1.67E-06,3.14E-07,6.15E-07,0,3.61E-08,2.72E-06,3.72E-06,0,0.000775194,-0.000775194,1.55E-05,-1.55E-05,2.88E-06,-0.995457085,1,herbaceous_wetland
Dania Beach_Chester Byrd Park,2.68E-07,1.22E-07,2.36E-08,6.38E-07,1.91E-07,9.29E-07,7.87E-09,6.38E-07,0,0,1.57E-08,0,0,8.42E-07,0,0,3.31E-07,0,0,0,0,0,6.86E-06,0.001651304,1,mangroves
Dania Beach_CW Thomas Park,4.70E-07,4.11E-07,3.40E-07,5.43E-07,7.48E-07,4.96E-07,3.42E-07,7.34E-07,0,0,0,7.87E-09,0,5.43E-07,0,5.90E-09,5.22E-07,0,0,0,3.44E-06,-3.44E-06,3.14E-06,-0.039423771,1,herbaceous_wetland
Dania Beach_Dania Beach Marina,2.53E-06,2.36E-07,3.07E-07,2.29E-06,2.35E-06,2.00E-06,3.41E-07,1.73E-06,9.84E-09,3.94E-09,0,1.64E-08,0,1.13E-06,0,0,2.09E-06,0,0,0,0,0,6.29E-06,0.084575431,1,area
Dania Beach_Dania Cove Park,2.19E-05,4.42E-05,2.62E-05,4.56E-06,3.80E-07,0,1.43E-06,2.65E-05,5.08E-08,1.70E-07,1.41E-06,1.84E-06,6.06E-08,4.06E-05,0,5.08E-08,3.39E-05,0,0.007308557,-0.007308557,0.000139626,-0.000139626,2.16E-05,-0.284593435,1,tree
Dania Beach_Frank C. Tootie Adler Park,2.14E-06,2.36E-07,1.06E-06,1.75E-06,2.55E-06,2.53E-06,7.87E-09,5.17E-06,7.87E-09,0,0,0,0,2.12E-06,0,0,2.70E-06,0,0,0,0,0,6.06E-06,0.118874601,1,mean_ndwi
Dania Beach_Frost Park,2.10E-06,7.87E-07,7.09E-08,1.76E-06,1.18E-06,1.68E-06,1.57E-08,1.39E-06,0,0,1.80E-08,0,2.36E-08,1.42E-06,0,7.30E-08,1.99E-06,0,0,0,1.37E-05,-1.37E-05,3.11E-06,-0.029313135,1,area
Dania Beach_Griffin Marine Park,2.09E-05,2.79E-05,2.27E-05,1.23E-05,3.72E-06,0,2.90E-06,4.26E-05,2.67E-07,3.43E-07,1.03E-05,1.65E-07,0,2.87E-05,0,0,4.20E-05,0,0,0,3.40E-05,-3.40E-05,1.91E-05,-0.249162679,1,mean_ndwi
